Author Name,Author Username,Tweet Crea,ted At,Tweet Text,Likes,Retweets,Replies,Quotes,Impressions,Bookmark Count
Taylor Costello,TaylorFromPhx,4/9/2024,21:12:29+00:00,"Everyday Kris Mayes’s work as Arizona AG fills me with satisfaction of my vote for her, and similarly I’m looking forward to vote NOT RETAIN to Judges Clint Bolick and Kathryn H. King this November.",3,0,0,0,54,0
Hoyt Plunkett 🌳🪓,phrenic,4/9/2024,21:12:21+00:00,"You guys in Arizona have gotta stop your ""pro-life"" representation from rushing to the dias to get abortion back on the books! Or perhaps the form of government you have is not representative, but rather aristocratic like the rest of us.",0,0,0,0,61,0
GAgirl1967❤️🖤 wishes y’all a blessed 2024!,Tamzilla_52,4/9/2024,21:12:20+00:00,"Real pro-lifers are celebrating the Arizona Supreme Court today.

Kari Lake is not.  

Choose wisely Arizona.  You don’t have to vote for any of those schmucks.",26,6,4,0,650,0
Manu Raju,mkraju,4/9/2024,21:11:49+00:00,"Asked Mitch McConnell if he’s concerned about GOP backlash after Arizona abortion decision, given their role in confirming justices who overturned Roe, and he said: “Well, you're asking me about an Arizona Supreme Court decision. I haven't taken a look at it yet. But I'm certain… https://t.co/uM6msFZ2nx",133,26,30,3,39180,2
Hecate Demetersdatte,HecateDemetersd,4/9/2024,21:11:47+00:00,"Everybody's mad at Mercury Retorgrade, but the day after Trump gives his ""leave it to the states"" talk, Arizona state court re-imposes abortion ban from the 1800s.",1,0,0,0,37,0
Matt Digby,Matt247Now,4/9/2024,21:11:35+00:00,"ICYMI, Dayton men's basketball is #24 in the final AP MBB poll of the season.

Of the Flyers' opponents this year, Houston finishes tie-#3, Arizona is #12, Northwestern/Duquesne/Oakland/Nevada all receiving votes.",0,0,0,0,134,0
Den🌊,Kardeshev1,4/9/2024,21:11:31+00:00,Arizona just turned the clock back to 1864. I'm sure that's going to go over well ..,2,1,0,0,11,0
Aditya ☮️🇮🇳🇺🇦🇺🇲 #GenZ,thepeacetweeter,4/9/2024,21:11:28+00:00,Sick to my stomach after hearing Arizona has ruled a total ban on abortion. Yet again women have been failed by men in positions of power.,30,1,7,0,289,0
BFOE 🖤,DontSpeakListen,4/9/2024,21:11:27+00:00,Not me being super excited to see Arizona on Grey’s 😍😍,0,0,0,0,51,0
steverepp,steverepp9,4/9/2024,21:11:25+00:00,"Honest to goodness ; we should ENCOURAGE Libs’ abortion policies ; let’em fucking exterminate as MANY of their mindless, illiterate offspring as POSSIBLE !!! Who the fuck needs more monkey bastards in this world ???? 😂 Arizona. @BBCWorld @Reuters @washingtonpost @nytimes",0,0,0,0,8,0
W.E.B.B.I.E. Du Bois,ItsJustRycraw,4/9/2024,21:11:21+00:00,"Arizona gained statehood in 1912, no way should they be able to enact shit from 50 years before… that’s crazy",0,0,0,0,17,0
D. Gins,ddsfit,4/9/2024,21:11:06+00:00,"What’s up Arizona, you love moving backwards???? #Arizona",0,0,0,0,6,0
chelsea ➡️ Sick New World 4/27,chelstar_twitch,4/9/2024,21:10:59+00:00,"Dear Arizona,

Respectfully, what the fuck

Sincerely, “I’m glad I’m out of that hell hole”",2,0,0,0,45,0
Stagflation Season,whiteclaw69,4/9/2024,21:10:47+00:00,"To preface this,

last thing I like to bring up on this page is politics, but in reference to the near total abortion ban passed in Arizona, the lack of effort from our legislature to find common ground regarding the issue of abortion is frankly absurd, its an issue that is very… https://t.co/CxpznCzLpy",70,6,13,0,9976,2
idk,wegooupp,4/9/2024,21:10:47+00:00,Arizona’s lil energy drink really works,1,0,0,0,276,0
Kim Doss,KimDoss71,4/9/2024,21:10:45+00:00,Arizona goes down 1-2-3 in T1,0,0,0,0,116,0
Subpoena Williams 🇭🇳,pennyroo_,4/9/2024,21:10:40+00:00,"People complained about how blue Arizona became last election. Today is a reminder that Arizona is still very much red, medium purple at best.",1,2,0,0,99,0
Small for Butler County,DrSmall777,4/9/2024,21:10:18+00:00,"Times are telling! If you are running for office or you are currently in office please QUIT using covert language to support women’s rights. Use explicit language: BANS on ABORTION and REPRODUCTIVE RIGHTS ARE WRONG! Arizona, these laws are detrimental to women’s health!",0,2,0,0,57,0
uconnstacey,uconnstacey,4/9/2024,21:10:09+00:00,Abottion bNs I’m stayed like Arizona &amp;Fl now stand as a possible death sentence to women are possibly pregnant in life threatening situations &amp; stating only men have control of your life &amp; cam enforce u e a death sentence by gerrymandered radical ifeaxt,0,0,0,0,2,0
LadyAngharad,TheLadyAngharad,4/9/2024,21:09:54+00:00,I want to know why a law from when Arizona was a TERRITORY is viable?,5,1,0,0,61,0
Kevin G,Jason4Freedom24,4/9/2024,21:09:43+00:00,"Near total abortion ban in Arizona, damn they’re making it easier for women to support Biden in 2024!",1,0,0,0,17,0
"Adrian McIntyre, PhD",AdrianMcIntyre,4/9/2024,21:09:34+00:00,Anyone in Arizona who thinks the 19th century had the best laws should pack their stuff and move back there.,0,0,0,0,18,0
luna,folklorisms,4/9/2024,21:09:16+00:00,arizona supreme court ruling that nearly all abortions are banned is disgusting. i have no words to properly express how horrified and disgusted i am,8,3,0,0,305,0
Bill Madden,maddenifico,4/9/2024,21:08:51+00:00,"TRUMP. DID. THIS.

#DeadlineWH: Make no mistake, the decision by the coat hanger-friendly Arizona Supreme Court upholding an 1864 law banning abortion — Trump did this. Without Trump killing Roe v Wade, this would not have been possible. 

Where the depraved degenerate… https://t.co/5NohIkxOD5",13,10,1,0,341,0
Bob_Stinsons_Barrel,Stinsons_Ghost,4/9/2024,21:08:47+00:00,I'd encourage every medical provider in the shit state of Arizona to leave.,0,0,0,0,6,0
Eddie,aguatemalanguy,4/9/2024,21:08:38+00:00,Arizona sucks,0,0,0,0,13,0
Sarah,esotericSarah,4/9/2024,21:08:33+00:00,"You know, most of the time when a thing happens, and an arcane law once again becomes ""legal"" — usually the state just passes a short resolution declaring the ridiculous law to be null and void.

In 2024 did we really forget how to do that, Arizona?
🤔",1,0,0,0,22,0
Trashman.sol,Trashman_sol,4/9/2024,21:08:28+00:00,"Love how Arizona's Supreme court is upholding a total abortion ban from 1864. What's next they are going to bring back the Rule of Thumb from English Common Law?

Thank God we are 50 independent states.",0,0,0,0,38,0
See Sunny Sierra ⛰,SeeSunnySierra,4/9/2024,21:08:07+00:00,Arizona has gone draconian.,14,0,4,0,294,0
Ryan Cahill,RyeCahill,4/9/2024,21:07:58+00:00,Since the Supreme Court is upholding laws from 1864 can we uphold some old archaic laws where we can launch Trump and other insurrectionists from catapults?…Only seems fair. #Trump #Arizona #SupremeCourt,1,0,0,0,44,0
andrew Coburn,andrewCobu66669,4/9/2024,21:07:56+00:00,"Great job AZ on abortion ban.
Grateful not to celebrate the killing of babies in Arizona.
Abortion ABOLITIONIST getting stronger by voicing the LIFE LIBERTY AND PURSUIT OF HAPPINESS RIGHTS applies to our most innocent.",0,0,0,0,9,0
FREE LEONARD PELTIER,goatrodeo11,4/9/2024,21:07:55+00:00,"V weird here in Arizona. We got a good chunk of the eclipse, not the whole thing, but enough to get the fascinating surreality of it. The mood of the day was hopeful, almost like a holiday. 
That was yesterday in 2024. 
Today, our Supreme Court tells us, no, it's still 1864?",0,0,0,0,73,0
Anne Marie,AnneMarieNYNY,4/9/2024,21:07:53+00:00,"So, Arizona is back to 1864 for women, and Tennessee teachers will now carry concealed guns.  This country has gone insane.",2,1,0,0,21,0
Tom,TomTomg77,4/9/2024,21:07:53+00:00,LEAVE STONE AGE ARIZONA NOW. ANYWAY YOUR PLACE IS TOO FUCKING HOT. Supreme Court #Arizona,0,0,0,0,14,0
Chris,ghriscreen,4/9/2024,21:07:46+00:00,Arizona has got to be the most brain-dead state in the union. How tf are you gonna enforce a law created before the emancipation proclamation was set,2,0,0,0,29,0
ContraryAnne,contrary_anne,4/9/2024,21:07:38+00:00,"I'm old enough to remember when Republicans complained about Judges ""legislating from the bench"".

#Arizona #Aborti",0,0,0,0,7,0
Ron Gross,rongross52,4/9/2024,21:07:03+00:00,Hooray for Arizona!!!,0,0,0,0,6,0
Emanuel Gary JR,EmanuelGaryJR12,4/9/2024,21:06:59+00:00,"Now weaklings in Arizona are trying to control women. I am a mature male. How do any woman say, ""Yeah I really want that in my life"" I just don't understand that.",0,0,0,0,9,0
Cinderella Drunk.gif,kittypirateship,4/9/2024,21:06:51+00:00,Be a real shame if doctors in Arizona moved.,3,0,1,0,59,0
Sav,savannahelisse,4/9/2024,21:06:49+00:00,it’s time for another Arizona protest !!!!!  WE CAN DO THIS LADIES,53,3,3,0,3671,1
Michael Adam Latz 🇺🇦☮️,RavMABAY,4/9/2024,21:06:15+00:00,"Yes, the politics of abortion care being on the ballot is good for Dems in Arizona and Florida.

But every day that critical health care is not available to the women who need it means they and their loved ones will suffer endlessly because of Tr*mp &amp; his Supreme Injustices.",30,6,0,0,909,0
Bill Madden,maddenifico,4/9/2024,21:06:13+00:00,"#DeadlineWH: Make no mistake, the decision by the coat hanger-friendly Arizona Supreme Court upholding an 1864 law banning abortion — TRUMP. DID. THIS. 

Without Trump killing Roe v Wade, this would not have been possible. 

Where the depraved degenerate miscalculated is that he… https://t.co/yVIeKev1tZ",1,0,0,0,144,0
QueensTarot,z_tarot,4/9/2024,21:06:10+00:00,"Arizona reinstates 160 yr old ban??? 

Beatch please… there’s no abortion shite in the USA constitution 

Ratify the ERA 

&amp; the ABORTION TRAVS BULLSHIT ENDS",35,5,4,1,507,0
Mark Thompson,Son_of_a_Thomp,4/9/2024,21:06:06+00:00,"Republicans are no longer conservative. They are trying the radical reshaping of our country into a plutocratic theocracy that denies modern science for religious, wealthy, white control of all society. They no longer see boundaries as the Arizona Supreme Court just proved.",12,6,0,1,177,0
AllegedHuman,MemeAbductor,4/9/2024,21:06:01+00:00,"Democrats, it's time to flee Arizona.",0,0,0,0,4,0
Hannah🩵,thatonegirlhc,4/9/2024,21:05:56+00:00,I am fucking baffled that a 159 year law takes precedent over WOMENS BODIES in fucking Arizona.,0,0,1,0,34,0
SFWildBill,SFWildBill,4/9/2024,21:05:56+00:00,Arizona just entered the stone age. Women's rights are dead. If you live in Arizona fight or leave in protest.,0,0,0,0,68,0
✨ Àdùnní ✨,goldmakanbi,4/9/2024,21:05:48+00:00,States like Arizona are just going to be full of retirement homes.,0,0,1,0,6,0
Wunderkind,EngineerNGR,4/9/2024,21:05:40+00:00,"The Arizona Supreme Court ruled Tuesday that a 160-year-old near-total abortion ban still on the books in the state is enforceable, a bombshell decision that adds the state to the growing lists of places where abortion care is effectively banned.",0,0,1,0,29,0
Jaime ,TheReal_Jaime,4/9/2024,21:05:31+00:00,"Well the good news is, #SoftFocusKari &amp; #InmateNumber01135809 lost Arizona today. 
I’ll take it as a win.",10,2,0,0,180,0
Mamí Kenzie,KenzieRican,4/9/2024,21:05:00+00:00,"I woke up today with less rights to my own body than yesterday. #AbortionIsAHumanRight 
#Arizona",0,0,0,0,13,0
"Nancy Lowell: Military Mom, Lover of Democracy.",NancyLowell,4/9/2024,21:04:58+00:00,"How long before women in Arizona start dying due to being denied necessary healthcare?
#AbortionBansKillWomen
Abortion bans don’t stop abortions, they just stop safe ones.",4,1,0,0,55,0
Mike Netter,nettermike,4/9/2024,21:04:38+00:00,"The Arizona Supreme Court upheld a 160-year-old abortion ban that could shutter abortion clinics in the state.
The ruling indicated the ban can only be ""prospectively enforced"" and enforcement of the law is stayed for 14 days. But it's already causing political earthquakes.",14,0,0,0,375,0
Jacky Rosen,RosenforNevada,4/9/2024,21:04:32+00:00,"The decision in Arizona to allow a near-total abortion ban from 1864 to be enforced is another devastating attack on reproductive freedom. It’s cruel and unacceptable.

This is the future that far-right extremists have fought for. I’m ready to fight back.",72,26,20,1,2392,1
Todd Eckel,BjjBreak95579,4/9/2024,21:04:30+00:00,Arizona uphold an abortion law that predates the discovery of penicillin. Cavemen court helping Biden in November. Appreciate the support. #AbortionRights,1,0,1,0,19,0
Dover Strategy Group,Dover_Group,4/9/2024,21:04:26+00:00,Terrible news out of Arizona today -- and a stark reminder that reproductive rights are on the line all across our country.,2,1,1,0,45,0
The fuck i changed my name to when i was drunk??,bunnieeees_,4/9/2024,21:04:18+00:00,Arizona looks so fucking boring,3,0,1,0,506,0
_,AndreHuffsPaint,4/9/2024,21:04:15+00:00,no more cream pies in Arizona : (,0,0,0,0,31,0
Bill Madden,maddenifico,4/9/2024,21:03:58+00:00,"#TrumpDidThis: Make no mistake, the decision by the coat hanger-friendly Arizona Supreme Court upholding an 1864 law banning abortion — TRUMP. DID THIS. Without Trump killing Roe v Wade, this would not have been possible. 

Where the depraved degenerate miscalculated is that he… https://t.co/RxJNJqoOH8",0,0,0,0,112,0
Monstromo82,monstromo82,4/9/2024,21:03:55+00:00,Women that want to kill their babies need to move the hell outa red states.  Arizona ruled.  Don’t like it?  Move to California.,13,2,2,1,122,0
chris cronin 🌵,CampaignCronin,4/9/2024,21:03:51+00:00,"Today’s AZ Supreme Court ruling to ban abortion is a damning attack on our rights. Currently, Arizona voters can vote out some of these Justices in November, but Republicans have proposed a ballot referral, SCR1044, aimed at eliminating this right in future elections.",5,0,1,0,263,0
Erika Jordan,Erika4Jordan,4/9/2024,21:03:44+00:00,"The Arizona Supreme Court upheld an 1868 treaty that denied the Navajo Nation usage of ancient underground aquifers — on their own land. Now they ruled that the state's 1864 law banning abortion by penalty of prison is enforceable.
Made possible by Trump ending Roe v.
Wade",2,0,1,0,298,0
Amy Oosterhouse,amy_oosterhouse,4/9/2024,21:03:43+00:00,Arizona took themselves back to ….1864😳 🤦‍♀️,18,1,9,0,301,0
Red Eagle Politics,RedEaglePatriot,4/9/2024,21:03:37+00:00,"Nobody is more pro-life than me. But, we must not be STUPID about how we navigate our mission to ABOLISH this demonic practice, or it will never happen!

Arizona's 15-Week ban was a good measure, and it's possible with enough change in public opinion and proper messaging, we… https://t.co/GxaOu0MPFg",292,57,51,7,14334,14
Christian Martin ✟ 🇺🇸,ChristianM_28,4/9/2024,21:03:26+00:00,Is Arizona really enforcing a civil war era abortion ban from 1864?,2,0,3,0,152,0
Heywood Giblomi,HGiblomi,4/9/2024,21:03:26+00:00,"Hey, all you leftists in Arizona. Time to move to California since you won’t be able to get abortion on demand in AZ. Governor Hair-Gel loves you!",0,0,0,0,5,0
K @ home,Heavy_Oceans,4/9/2024,21:03:26+00:00,"I’m not surprised and I’ll be doing the work out in person but fuck, I’m exhausted of Arizona courts.",0,0,0,0,12,0
David Bloomberg 🤨🖖🛎 #Survivor #BB25 😷,DavidBloomberg,4/9/2024,21:03:07+00:00,Is it any surprise that Republicans in Arizona are taking the state back to the civil war timeframe? They’d like to do it in the whole country and with more than just abortion.,7,3,1,0,1337,0
scrappled,scrappled,4/9/2024,21:03:02+00:00,Arizona Supreme Court Justices can suck Kari Lake’s dildo.,0,0,0,0,15,0
Mayor of Snoozyville,JoeIsSorryInAdv,4/9/2024,21:02:53+00:00,Arizona supreme court can fuck itself,0,0,0,0,39,0
J_Bird77,Go_Birdgang,4/9/2024,21:02:49+00:00,"Arizona chooses life.

Don't Ike it?

Take your ass back to California, Illinois, Michigan, and NY.",0,0,0,0,17,0
